"id","System","age","sex","occupation","income","region","Taxi_frequency","Taxi_aim","RS_experience","Price","Safety","Dispatch","License","Service","Time","choice"
"84","Windows ","50s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","No","Yes","7 min",0
"87","Android ","40s","Female","Full-time employee (mainly private companies)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","7 min",1
"88","Android ","40s","Male","Temporary staff","¥2M or more and less than ¥3M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","3%","Phone","Yes","No","10 min",1
"89","iPad","40s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","10 min",1
"91","Windows ","50s","Female","Full-time housewife (husband)","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Visit to hospital","No","¥1200","3%","Phone","No","Yes","10 min",1
"93","Macintosh","40s","Male","Self-employed","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","App","No","Yes","10 min",1
"94","Android ","60s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","App","Yes","Yes","10 min",1
"95","Windows ","60s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Several times a year","Other","No","¥1200","3%","Phone","Yes","No","10 min",1
"96","Android ","60s","Male","Self-employed","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Leisure","Yes","¥1500","1%","App","No","No","10 min",1
"98","Windows ","40s","Male","Part-time job","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1200","3%","Phone","No","No","10 min",0
"100","iPhone","40s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","7 min",1
"104","Windows ","50s","Male","Full-time employee (mainly private companies)","Prefer not to answer","Population of 500K or more","Several times a year","Shopping","No","¥1200","1%","Phone","Yes","No","10 min",1
"105","Windows ","40s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1500","1%","App","No","No","10 min",0
"107","iPhone","40s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of Less than 100K","Several times a month","Moving for work","No","¥1200","3%","App","Yes","Yes","10 min",1
"109","Windows ","50s","Male","Full-time employee (mainly private companies)","Prefer not to answer","Population of 500K or more","Several times a year","Moving for work","No","¥1200","3%","App","Yes","No","10 min",1
"110","Android ","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Do not use","Do not use","No","¥1500","3%","App","No","Yes","7 min",0
"111","iPhone","40s","Female","Part-time job","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","App","Yes","Yes","10 min",1
"112","Android ","40s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","App","Yes","No","10 min",0
"114","Android ","20s","Female","Student","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","Phone","No","Yes","10 min",0
"115","Windows ","50s","Male","Full-time employee (mainly private companies)","¥7M or more and less than ¥8M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","App","Yes","Yes","7 min",0
"116","Android ","60s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","Phone","No","No","10 min",0
"117","Android ","60s","Prefer not to answer","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Several times a month","Shopping","No","¥1500","3%","App","Yes","Yes","7 min",0
"119","Android ","40s","Female","Unemployed (including after retirement)","Prefer not to answer","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","Phone","No","Yes","7 min",1
"120","Android ","50s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","App","No","Yes","10 min",1
"121","Windows ","40s","Male","Self-employed","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","3%","Phone","No","No","7 min",0
"122","Windows ","40s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","Phone","No","Yes","7 min",0
"128","Windows ","30s","Female","Full-time housewife (husband)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","10 min",1
"129","Windows ","50s","Male","Part-time job","¥7M or more and less than ¥8M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","App","Yes","No","10 min",1
"133","iPhone","50s","Male","Self-employed","¥7M or more and less than ¥8M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","1%","App","Yes","No","7 min",0
"135","iPhone","20s","Female","Public servant","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","App","No","No","7 min",1
"136","Android ","30s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","App","Yes","No","10 min",1
"138","Windows ","50s","Male","Full-time employee (mainly private companies)","¥4M or more and less than ¥5M","Population of 500K or more","Several times a year","Shopping","No","¥1500","1%","Phone","Yes","No","7 min",1
"140","iPhone","50s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1200","3%","App","No","No","7 min",1
"147","Windows ","40s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Shopping","No","¥1200","3%","App","No","Yes","7 min",1
"148","Android ","40s","Female","Temporary staff","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1200","3%","App","No","No","10 min",1
"150","iPad","40s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","App","Yes","Yes","7 min",0
"151","Windows ","40s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","No","No","10 min",0
"152","iPhone","50s","Male","Full-time employee (mainly private companies)","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","App","Yes","No","7 min",1
"155","iPhone","50s","Male","Full-time employee (mainly private companies)","¥6M or more and less than ¥7M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","App","Yes","No","10 min",0
"157","Windows ","30s","Male","Part-time job","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","App","Yes","Yes","10 min",0
"158","iPhone","40s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","App","Yes","Yes","7 min",1
"159","Android ","40s","Female","Other","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","7 min",1
"160","Windows ","30s","Female","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","App","Yes","Yes","10 min",0
"161","Android ","40s","Male","Self-employed","Prefer not to answer","Population of 500K or more","Several times a year","Other","No","¥1500","3%","App","No","No","10 min",0
"165","Windows ","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","Phone","No","No","10 min",0
"169","Android ","30s","Male","Part-time job","¥2M or more and less than ¥3M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","App","No","Yes","7 min",1
"173","Windows ","50s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of Less than 100K","Almost every day","Shopping","Yes","¥1500","1%","App","Yes","Yes","7 min",1
"174","Windows ","30s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","Yes","10 min",1
"175","iPhone","40s","Female","Self-employed","Prefer not to answer","Population of Less than 100K","Several times a year","Leisure","No","¥1200","1%","App","No","Yes","7 min",0
"176","Android ","30s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","7 min",1
"178","Windows ","60s","Male","Self-employed","¥2M or more and less than ¥3M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","7 min",0
"181","Android ","40s","Male","Self-employed","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1500","3%","Phone","No","Yes","10 min",0
"185","iPhone","50s","Male","Full-time employee (mainly private companies)","¥10M or more","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","No","Yes","10 min",1
"187","Windows ","30s","Female","Self-employed","Less than ¥1M","Population of 500K or more","Several times a year","Visit to hospital","No","¥1500","3%","App","No","No","7 min",0
"189","Windows ","40s","Male","Temporary staff","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","Phone","No","No","7 min",0
"190","Android ","60s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1200","3%","App","Yes","Yes","7 min",0
"191","Android ","50s","Female","Temporary staff","¥2M or more and less than ¥3M","Population of 500K or more","Several times a year","Leisure","No","¥1200","1%","Phone","Yes","No","7 min",1
"195","Macintosh","30s","Male","Part-time job","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","7 min",0
"196","Windows ","50s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","3%","App","Yes","Yes","10 min",0
"200","Windows ","40s","Male","Self-employed","¥5M or more and less than ¥6M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","App","No","Yes","7 min",1
"202","Windows ","50s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Several times a year","Visit to hospital","No","¥1200","3%","App","Yes","No","7 min",0
"203","Windows ","30s","Female","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1200","1%","Phone","Yes","Yes","10 min",1
"206","Android ","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 500K or more","Several times a year","Leisure","No","¥1500","3%","App","Yes","Yes","10 min",0
"207","Android ","50s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of 500K or more","About once a week","Moving for work","Yes","¥1500","3%","Phone","No","No","7 min",1
"208","Android ","50s","Male","Unemployed (including after retirement)","¥1M or more and less than ¥2M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","App","No","No","7 min",1
"210","Android ","50s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Several times a year","Leisure","No","¥1500","1%","App","Yes","No","7 min",0
"212","Android ","60s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Shopping","No","¥1500","1%","Phone","No","No","10 min",0
"215","Windows ","60s","Male","Unemployed (including after retirement)","Prefer not to answer","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","10 min",1
"216","iPhone","40s","Male","Self-employed","¥7M or more and less than ¥8M","Population of Less than 100K","Several times a year","Leisure","No","¥1500","1%","Phone","Yes","No","10 min",0
"217","iPhone","40s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","No","Yes","7 min",1
"218","Windows ","50s","Male","Full-time employee (mainly private companies)","¥10M or more","Population of 500K or more","Several times a year","Moving for work","No","¥1500","3%","App","Yes","Yes","7 min",1
"220","iPhone","40s","Female","Full-time housewife (husband)","Prefer not to answer","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1500","3%","App","No","No","7 min",0
"221","Windows ","30s","Female","Part-time job","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Several times a year","Other","No","¥1500","1%","App","Yes","Yes","7 min",0
"222","iPhone","40s","Female","Full-time housewife (husband)","Prefer not to answer","Population of 500K or more","Several times a year","Visit to hospital","No","¥1200","1%","Phone","No","No","10 min",1
"224","iPhone","30s","Female","Part-time job","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","10 min",0
"226","Windows ","50s","Male","Full-time employee (mainly private companies)","¥2M or more and less than ¥3M","Population of 500K or more","Several times a year","Moving for work","No","¥1200","1%","Phone","Yes","No","10 min",0
"227","iPhone","60s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1200","3%","Phone","Yes","No","7 min",0
"228","Windows ","40s","Male","Self-employed","¥5M or more and less than ¥6M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","Yes","No","10 min",0
"229","Windows ","40s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","10 min",0
"230","iPhone","50s","Male","Full-time employee (mainly private companies)","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","App","No","Yes","10 min",1
"233","iPhone","60s","Female","Part-time job","Less than ¥1M","Population of Less than 100K","Several times a year","Leisure","No","¥1200","3%","Phone","No","Yes","7 min",1
"234","Android ","40s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1200","1%","App","Yes","Yes","7 min",1
"236","Macintosh","20s","Female","Unemployed (including after retirement)","Prefer not to answer","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","Phone","No","Yes","10 min",0
"239","Windows ","40s","Male","Self-employed","¥1M or more and less than ¥2M","Population of 500K or more","Do not use","Do not use","No","¥1200","3%","App","No","Yes","10 min",1
"240","Android ","40s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","Phone","Yes","Yes","10 min",1
"241","Windows ","20s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of Less than 100K","Several times a year","Leisure","Prefer not to answer","¥1200","1%","Phone","No","No","7 min",1
"243","iPhone","30s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 500K or more","Several times a year","Shopping","No","¥1200","1%","App","Yes","Yes","10 min",1
"245","Windows ","40s","Male","Unemployed (including after retirement)","¥1M or more and less than ¥2M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","Phone","No","No","10 min",0
"246","Android ","30s","Male","Part-time job","Prefer not to answer","Population of Less than 100K","Do not use","Do not use","No","¥1200","3%","App","Yes","No","7 min",1
"247","Windows ","60s","Male","Unemployed (including after retirement)","¥2M or more and less than ¥3M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","7 min",1
"248","iPhone","50s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 500K or more","Several times a year","Moving for work","No","¥1500","1%","Phone","No","Yes","10 min",1
"251","Android ","60s","Male","Self-employed","¥4M or more and less than ¥5M","Population of Less than 100K","Several times a year","Leisure","No","¥1500","1%","App","No","No","7 min",1
"252","iPhone","50s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of 500K or more","Several times a month","Moving for work","No","¥1200","1%","Phone","No","Yes","10 min",1
"254","Android ","Prefer not to answer","Female","Prefer not to answer","Prefer not to answer","Prefer not to answer","Do not use","Do not use","No","¥1500","1%","Phone","No","Yes","7 min",0
"255","Android ","60s","Male","Full-time employee (mainly private companies)","¥10M or more","Population of 500K or more","Several times a month","Moving for work","No","¥1200","1%","Phone","No","No","10 min",1
"258","iPhone","30s","Male","Full-time employee (mainly private companies)","¥9M or more and less than ¥10M","Population of 500K or more","Several times a week","Leisure","Yes","¥1500","3%","Phone","Yes","No","7 min",0
"259","Windows ","50s","Female","Self-employed","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Several times a year","Leisure","No","¥1200","3%","App","Yes","No","10 min",0
"260","Windows ","30s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","No","No","10 min",1
"263","Android ","30s","Female","Full-time housewife (husband)","Less than ¥1M","Population of Less than 100K","Several times a year","Leisure","No","¥1500","1%","App","Yes","No","10 min",1
"266","Android ","50s","Male","Self-employed","¥3M or more and less than ¥4M","Population of 500K or more","Several times a month","Moving for work","Yes","¥1500","1%","Phone","Yes","No","7 min",1
"269","iPhone","50s","Female","Full-time employee (mainly private companies)","¥1M or more and less than ¥2M","Population of 500K or more","Several times a year","Moving for work","No","¥1200","3%","Phone","Yes","Yes","10 min",1
"272","Android ","60s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 500K or more","Several times a year","Other","No","¥1500","1%","App","Yes","No","7 min",0
"273","Windows ","40s","Male","Self-employed","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","No","10 min",1
"275","iPhone","20s","Female","Student","Less than ¥1M","Prefer not to answer","Do not use","Do not use","No","¥1500","3%","App","Yes","No","10 min",1
"279","Android ","50s","Male","Full-time employee (mainly private companies)","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Several times a month","Leisure","No","¥1500","1%","Phone","Yes","No","7 min",1
"280","Windows ","60s","Male","Full-time employee (mainly private companies)","¥3M or more and less than ¥4M","Population of 500K or more","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","10 min",1
"281","Android ","50s","Male","Full-time employee (mainly private companies)","¥8M or more and less than ¥9M","Population of Less than 100K","Several times a month","Moving for work","No","¥1500","1%","App","No","Yes","7 min",0
"282","iPhone","50s","Female","Full-time housewife (husband)","¥2M or more and less than ¥3M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","No","No","10 min",0
"289","Android ","40s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1500","3%","Phone","No","No","7 min",0
"291","Android ","60s","Male","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Several times a year","Leisure","No","¥1500","3%","Phone","Yes","Yes","10 min",0
"293","iPhone","40s","Male","Full-time employee (mainly private companies)","Prefer not to answer","Population of 500K or more","Several times a year","Moving for work","No","¥1500","3%","App","No","Yes","10 min",0
"295","Windows ","50s","Female","Unemployed (including after retirement)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1200","1%","App","No","No","10 min",1
"296","iPhone","20s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","Phone","No","No","7 min",0
"297","Android ","50s","Female","Part-time job","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","App","No","Yes","7 min",1
"299","Windows ","30s","Male","Part-time job","¥1M or more and less than ¥2M","Population of Less than 100K","Do not use","Do not use","No","¥1500","1%","App","Yes","No","10 min",1
"301","Android ","40s","Female","Part-time job","¥1M or more and less than ¥2M","Population of 100K or more and less than 500K","Several times a year","Shopping","No","¥1500","3%","Phone","No","Yes","10 min",0
"302","Windows ","30s","Male","Other","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1500","1%","Phone","Yes","No","7 min",0
"305","Windows ","40s","Female","Self-employed","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","1%","App","No","No","10 min",0
"306","Android ","50s","Female","Full-time housewife (husband)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","No","7 min",0
"309","Android ","60s","Male","Unemployed (including after retirement)","¥3M or more and less than ¥4M","Population of 100K or more and less than 500K","Several times a month","Visit to hospital","No","¥1200","3%","Phone","Yes","Yes","7 min",1
"310","iPhone","50s","Male","Full-time employee (mainly private companies)","¥10M or more","Population of 500K or more","Do not use","Do not use","No","¥1500","1%","App","Yes","No","10 min",1
"311","Windows ","50s","Male","Full-time employee (mainly private companies)","¥5M or more and less than ¥6M","Population of Less than 100K","Several times a year","Leisure","No","¥1500","3%","Phone","No","Yes","7 min",1
"312","iPhone","30s","Male","Full-time employee (mainly private companies)","¥1M or more and less than ¥2M","Population of Less than 100K","Do not use","Do not use","No","¥1200","1%","Phone","Yes","Yes","10 min",1
"313","iPhone","50s","Male","Full-time employee (mainly private companies)","¥9M or more and less than ¥10M","Population of 100K or more and less than 500K","Several times a year","Moving for work","No","¥1500","1%","Phone","No","Yes","7 min",1
"314","Windows ","40s","Male","Full-time employee (mainly private companies)","Prefer not to answer","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","Yes","Yes","7 min",1
"315","Android ","40s","Female","Full-time housewife (husband)","Less than ¥1M","Population of Less than 100K","Do not use","Do not use","No","¥1500","3%","Phone","Yes","Yes","7 min",0
"317","iPhone","50s","Female","Part-time job","Less than ¥1M","Population of Less than 100K","Several times a year","Other","No","¥1500","1%","Phone","Yes","No","10 min",1
"319","Android ","60s","Female","Full-time housewife (husband)","Less than ¥1M","Population of 100K or more and less than 500K","Do not use","Do not use","No","¥1200","3%","Phone","No","Yes","7 min",0
